﻿﻿restaurant_id,wine_name,producer,vintage,price,bottle_size,section,acidity,tannin,body,texture,pairing_tags,insider_note,data_source
claud,haut-brion,château la mission haut-brion,1975,2150,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
penny,Bâtard-Montrachet,Benjamin Leroux,2021,2150,1.5L,General,8,1,9,Perfect,Caviar,The greatest white wine; infinite depth.,GRAND_MASTER_V34
penny,Gevrey-Chambertin 1er Cru 'Clos Saint-Jacques',Armand Rousseau,2008,2150,750ml,General,7,6,7,Structured,"Duck, Steak","Gevrey-Chambertin; power, game, structure.",GRAND_MASTER_V34
penny,Gevrey-Chambertin 1er Cru 'Clos Saint-Jacques',Armand Rousseau,2004,2150,750ml,General,7,6,7,Structured,"Duck, Steak","Gevrey-Chambertin; power, game, structure.",GRAND_MASTER_V34
penny,Chevalier-Montrachet Grand Cru 1.5L,Benjamin Leroux,2021,2150,750ml,General,8,1,9,Perfect,Caviar,The greatest white wine; infinite depth.,GRAND_MASTER_V34
milos,"Brut Rosé, Cristal",Louis Roederer,2012,2130,750ml,General,9,1,5,Bubbles,,Elegant sparkling wine with refreshing acidity.,SAFE_FALLBACK_V35
claud,"""millésime"" extra brut","selosse, jacques",2012,2125,750ml,General,9,1,5,Bubbles,,Elegant sparkling wine with refreshing acidity.,SAFE_FALLBACK_V35
claud,"""millésime"" extra brut","selosse, jacques",2013,2125,750ml,General,9,5,9,layered,"shellfish,crab,rich seafood","Full-bodied and deeply concentrated with racy acids, vinous layers, saline finish; Pinot Noir, Meunier, Chardonnay blend from 2008, biodynamically farmed and barrel-fermented by cult Champagne producer Jacques Selosse[1][5].",API_PERPLEXITY_GOD_FINAL
penny,'Millésime' disg 23,Jacques Selosse,2012,2125,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
penny,'Millésime' disg 24,Jacques Selosse,2013,2125,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
modern,Chambertin-Clos de Bèze Grand Cru (1.5L),Bouchard Père & Fils,2016,2103,750ml,General,8,7,8,Grand,Venison,"The King of Burgundy; intense, masculine, long.",GRAND_MASTER_V34
torrisi,Vintage Brut,Krug,1996,2100,750ml,Champagne & Sparkling Wines,8,2,8,"tense, nutty, structured","parmesan, jamon_iberico, lobster","1996 Krug: high-acid backbone, deep autolysis and spice.",NUCLEAR_MATCH_V8
torrisi,Millesime,Jacques Selosse,2013,2100,750ml,Champagne & Sparkling Wines,8,1,7,Chalky,"Aged Cheeses, Nuts","Millesime maturity, balanced.",NUCLEAR_MATCH_V8
torrisi,'Blanchot',François Raveneau,1998,2100,750ml,White Wines - France,9,1,8,creamy mineral,"lobster, white fish",Mature Blanchot power with salinity.,NUCLEAR_MATCH_V8
torrisi,'Pie Franco',Cappellano,2010,2100,750ml,Italian Red Wine,9,9,8,rich complex,"beef tenderloin, earthy vegetables",Pie Franco depth; great balance ahead.,NUCLEAR_MATCH_V8
torrisi,'Case Basse',Soldera,2019,2100,750ml,Italian Red Wine,8,9,9,"Opulent, textured","Ribeye, Wild mushrooms",2019 Case Basse: Warm vintage concentration.,NUCLEAR_MATCH_V8
torrisi,Ruchottes-Chambertin,Domaine Mugneret-Gibourg,2022,2100,750ml,French Red Wine,8,7,7,"filigreed, lacey, mineral","pigeon, morel_chicken","Mugneret-Gibourg Ruchottes: haunting perfume, featherweight yet persistent.",NUCLEAR_MATCH_V8
smith wollensky,'Eisele Vineyard' Cabernet,Araujo,2014,2100,1.5L,General,6,8,8,Structured,Steak,"Black fruit, green pepper, tannin.",GRAND_MASTER_V34
modern,Unico,Vega Sicilia,2004,2095,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
rezdora,'Conteisa',Gaja,1996,2095,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
modern,Cerretta,Giacomo Conterno,2010,2093,1.5L,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
milos,"Pinot Noir, Vosne Romanée 1er Cru, Les Malconsorts",Domaine du Clos Frantin,2020,2080,1.5L,General,7,4,5,Silky,,,HEURISTIC_V33
smith wollensky,"Sauvignon Blanc Loire Valley, FR",Lilou,2023,2080,750ml,WINES BY THE GLASS - WHITE,9,1,4,Crisp,,,HEURISTIC_V33
milos,"Cabernet Blend, Quintessa",Quintessa,2012,2070,1.5L,General,6,8,8,Structured,Steak,"Black fruit, green pepper, tannin.",GRAND_MASTER_V34
torrisi,Barolo,Bartolo Mascarello,1982,2060,750ml,Reserve List,8,9,9,Traditional,"Osso Buco, Wild Boar","Mascarello icon, harmonious.",NUCLEAR_MATCH_V8
milos,30 years Tawny Port (750ml),Quinta da Corte,NV,2035,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
modern,Saint-Émilion,Château Figeac,1970,2000,1.5L,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
smith wollensky,Madrona Ranch,Abreu Vineyards,2000,2000,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
torrisi,'Cascina Francia' Riserva,Giacomo Conterno,1982,1960,750ml,Reserve List,8,9,9,Monumental,"Braised Meats, Truffles","Barolo masterpiece, peak.",NUCLEAR_MATCH_V8
torrisi,Vintage Brut,Krug,1995,1950,750ml,Champagne & Sparkling Wines,7,2,8,"broad, creamy, toasty","foie_gras, hard_cheese, game_bird","1995 Krug: mature, honeyed, with pronounced brioche and hazelnut.",NUCLEAR_MATCH_V8
torrisi,Bonnes Mares,Domaine Roumier,2022,1950,750ml,French Red Wine,8,8,8,"sappy, plush, chalk-dusted","Lamb loin, Venison, Morels",Solar yet focused; generous fruit with classic Roumier spine.,NUCLEAR_MATCH_V8
modern,"Les Gouttes d'Or, Cramant, Blanc de Blancs",Savart,2017,1933,1.5L,General,10,1,5,Electric,Oysters,"100% Chardonnay; citrus, chalk, laser.",GRAND_MASTER_V34
modern,"Les Gouttes d'Or, Cramant, Blanc de Blancs",Savart,2018,1933,1.5L,General,10,1,5,Electric,Oysters,"100% Chardonnay; citrus, chalk, laser.",GRAND_MASTER_V34
claud,"""clos st. jacques"" gevrey-chambertin 1er cru","rousseau, armand",2017,1925,750ml,General,7,6,7,Structured,"Duck, Steak","Gevrey-Chambertin; power, game, structure.",GRAND_MASTER_V34
modern,Graves & Pessac-Léognan,Château Haut-Brion,2007,1923,750ml,General,7,8,8,Smoky,Roast Beef,"Smoky, gravelly, savory.",GRAND_MASTER_V34
milos,"Cabernet Sauvignon, Pritchard Hill",Chappellet,2018,1920,1.5L,General,6,8,9,Structured,,,HEURISTIC_V33
milos,"Syrah/Viognier, Côte Rôtie, La Turque",E. Guigal,2015,1910,750ml,General,6,7,8,Spicy,Lamb,"Black pepper, meat, dark fruit.",GRAND_MASTER_V34
milos,"Cappella, Napa Valley",Abreu,2015,1910,750ml,General,5,8,9,Plush,,,HEURISTIC_V33
modern,Chambolle-Musigny Les Amoureuses,Robert Groffier,2019,1905,750ml,General,7,4,5,Silky,Roast Chicken,"Chambolle-Musigny; lace, silk, perfume.",GRAND_MASTER_V34
marea,"Barolo Riserva, Monprivato - Ca d'Morissio",G. Mascarello,2016,1900,750ml,General,9,9,9,structured regal,"Bistecca, truffles",2016 Monprivato: Piedmont classic.,NUCLEAR_MATCH_V8
torrisi,'Blanchot',François Raveneau,2006,1900,750ml,White Wines - France,9,1,8,creamy textured,"oysters, veal",Prime Blanchot intensity shines.,NUCLEAR_MATCH_V8
torrisi,Barolo 'Brunate-Le Coste',Giuseppe Rinaldi,2001,1900,750ml,Italian Red Wine,7,9,8,Dense,"Roast Beef, Aged Gouda","Mature Brunate; structured, evolved.",NUCLEAR_MATCH_V8
torrisi,'Case Basse',Soldera,2018,1900,750ml,Italian Red Wine,8,9,8,"Balanced, vibrant","Lamb chops, Aged Gouda",2018 Case Basse: Ripe yet fresh Montalcino.,NUCLEAR_MATCH_V8
torrisi,'Tignanello',Antinori,2015,1900,Magnum,Red Wines - Italy,8,9,9,Solar opulent,"Steak, Tomato Braise","Perfumed ripe fruit, great collector pick.",NUCLEAR_MATCH_V8
torrisi,Richebourg,Hudelot-Noellat,2011,1900,750ml,French Red Wine,7,7,7,"mellow, velvety, tertiary","Duck confit, Pheasant, Truffled potatoes",Mature Richebourg; savor umami and sous-bois complexity.,NUCLEAR_MATCH_V8
torrisi,Barolo 'Francia',Conterno,2001,1900,1500ml,Large Format,9,9,8,"firm, austere, classic nebbiolo grip","truffle dishes, braised meats","Reference cool-vintage Barolo; high-tannin, high-acid for purist Nebbiolo lovers.",NUCLEAR_MATCH_V8
torrisi,Sauternes,Château d'Yquem,1975,1900,375ml,Dessert Wine,8,1,8,"viscous, oxidative_etched, long","blue_cheese, foie_gras, nutty_tarts, meditation_wine","1975 is tertiary: tea, marmalade, rancio complexity.",NUCLEAR_MATCH_V8
torrisi,Sauternes Half Bottle,Château d'Yquem,1975,1900,375ml,Dessert Wine,7,3,8,"silky, honeyed, oxidative, nutty","foie_gras, blue_cheese, roasted_poultry, crème_brûlée, cigar","Mature Yquem; tertiary saffron, nuts, marmalade, superb contemplative pour.",NUCLEAR_MATCH_V8
bad roman,"""Solaia"" Tuscany",Antinori,2015,1900,1.5L Magnum,General,8,8,3,silky,"bistecca alla fiorentina, dry-aged ribeye, lamb roast, hard aged cheeses, truffle dishes, braised short ribs","Iconic Cabernet-dominant Super Tuscan: expect concentrated blackcurrant, blackberry and plum with graphite, cedar, licorice and dark chocolate, wrapped in polished but powerful tannins and vibrant Tuscan acidity—decant generously in youth and serve slightly cool (16–17°C) to emphasize freshness over sheer richness.",API_PERPLEXITY_GOD_FINAL
smith wollensky,G-Chambertin Clos St-Jacques,A. Rousseau,2018,1900,750ml,General,8,7,8,Grand,Venison,"The King of Burgundy; intense, masculine, long.",GRAND_MASTER_V34
smith wollensky,Grange Shiraz,Penfolds,2017,1900,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
smith wollensky,Las Posadas,Abreu Vineyards,2019,1900,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
claud,"""aux malconsorts"" vosne-romanée 1er cru","cathiard, sylvain",2005,1898,750ml,General,7,4,3,silky,"beef, veal, poultry, game, duck, goose","Firm but fine silky tannins with bright red currant fruit, floral notes, and saline tang; explosive yet light on its feet, quintessential Burgundy Pinot Noir from Vosne-Romanée 1er Cru Aux Malconsorts.",API_PERPLEXITY_GOD_FINAL
penny,Vosne-Romanée 1er Cru 'Aux Malconsorts',Sylvain Cathiard,2005,1898,750ml,General,7,5,6,Spicy,Lamb,"Vosne-Romanée; spice, soy, velvet.",GRAND_MASTER_V34
rezdora,Brunello di Montalcino Riserva,Biondi-Santi,2015,1895,750ml,General,8,8,8,Polished,,,HEURISTIC_V33
rezdora,Montepulciano d'Abruzzo Vecchie Vigne,Emidio Pepe,1984,1895,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
milos,"Syrah/Merlot/Limnio, Estate Red",Gerovassiliou,2011,1890,12L,General,5,5,7,Plush,Burger,"Plum, velvet, chocolate.",GRAND_MASTER_V34
milos,Chapelle Chambertin Grand Cru,Domaine Ponsot,2016,1875,750ml,General,8,7,8,Grand,Venison,"The King of Burgundy; intense, masculine, long.",GRAND_MASTER_V34
smith wollensky,"Prosecco, Glera Veneto, IT",Pasqua,NV,1872,750ml,WINES BY THE GLASS - SPARKLING,9,1,5,Bubbles,,Elegant sparkling wine with refreshing acidity.,SAFE_FALLBACK_V35
smith wollensky,"Pinot Grigio Delle Venezie DOC, IT",Caposaldo,2024,1872,750ml,WINES BY THE GLASS - WHITE,7,4,5,Silky,Duck,"Red cherry, earth, spice.",GRAND_MASTER_V34
smith wollensky,"Txakoli Hondarrabi Zuri Getaria, ES",Bixigu,2023,1872,750ml,WINES BY THE GLASS - WHITE,8,1,6,Crisp,,Classic white wine profile; bright and food-friendly.,SAFE_FALLBACK_V35
smith wollensky,"'Guihelm' Grenache Languedoc, FR",Moulin de Gassac,2024,1872,750ml,WINES BY THE GLASS - ROSE,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
smith wollensky,'Saint-Esprit' Syrah/Grenache Côtes-du-Rhône,Delas Frères,2022,1872,750ml,WINES BY THE GLASS - RED,6,7,8,Spicy,Lamb,"Black pepper, meat, dark fruit.",GRAND_MASTER_V34
smith wollensky,"Malbec Mendoza, AR",Felino,2023,1872,750ml,WINES BY THE GLASS - RED,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
torrisi,Harlan Estate,Harlan Estate,2008,1855,750ml,Reserve List,8,9,9,Structured,"Filet, Lamb","Harlan classic, cellar star.",NUCLEAR_MATCH_V8
modern,"Viña Tondonia, Gran Reserva",López de Heredia,1973,1853,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
modern,Crème de Tête,Château Gilette,NV,1853,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
claud,meursault,coche-dury,2008,1850,750ml,General,7,1,8,Opulent,,,HEURISTIC_V33
claud,"""monfortino"" barolo riserva","conterno, giacomo",2013,1850,750ml,General,9,10,8,Grippy,,,HEURISTIC_V33
milos,Bonne-Mares Grand Cru,Domaine Bruno Clair,2018,1850,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
modern,Le Cailleret (1.5L),Jean-Marc Roulot,2016,1850,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
penny,Meursault,Coche-Dury,2007,1850,750ml,General,7,1,8,Opulent,,,HEURISTIC_V33
penny,Meursault,Coche-Dury,2008,1850,750ml,General,7,1,8,Opulent,,,HEURISTIC_V33
penny,1er Cru | 'Clos des Grandes Vignes',Comte Liger-Belair,2013,1850,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
penny,'Monfortino',Giacomo Conterno,2013,1850,750ml,General,9,10,9,Immortal,Truffle,The ultimate Barolo; legendary structure and longevity.,UNICORN_PATCH_V35
smith wollensky,Opus One,Opus One,2006,1850,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
smith wollensky,"'Nivole' Moscato d'Asti Piedmont, IT",M. Chiarlo,2023,1836,375ml,WINES BY THE GLASS - SPARKLING,9,1,5,Bubbles,,Elegant sparkling wine with refreshing acidity.,SAFE_FALLBACK_V35
claud,"napa valley, california",harlan estate,1993,1825,750ml,General,5,8,9,Plush,,,HEURISTIC_V33
torrisi,'Valmur',François Raveneau,2011,1800,750ml,White Wines - France,8,1,7,elegant creamy,"sole, asparagus",Valmur freshness lingers.,NUCLEAR_MATCH_V8
torrisi,Corton-Charlemagne,Domaine Roulot,2020,1800,750ml,White Wines - France,8,1,8,Rich,"Pheasant, Mushrooms","Classic 2020 Corton: focused, fresh intensity.",NUCLEAR_MATCH_V8
torrisi,Barolo,Giuseppe Rinaldi,1961,1800,750ml,Italian Red Wine,7,9,8,Powerful,"Beef, Wild Boar","Historic vintage; structured, age-worthy.",NUCLEAR_MATCH_V8
torrisi,'Masseto',Tenuta dell'Ornellaia,2020,1800,750ml,Red Wines - Italy,7,8,8,"rich yet poised, velour tannins","short ribs, roast beef, aged Gouda",Classically proportioned Masseto; balance of power and finesse.,NUCLEAR_MATCH_V8
torrisi,Chambolle-Musigny 'Les Cras',Domaine Roumier,2012,1800,750ml,French Red Wine,7,7,7,"compact, chalk‑tannic, focused","lamb saddle, wild mushroom ragout, pressed duck","Serious, almost cortical Cras; structure foremost, still unfurling.",NUCLEAR_MATCH_V8
torrisi,Chambolle-Musigny 'Les Cras',Domaine Roumier,2014,1800,750ml,French Red Wine,8,7,6,"linear, stony, saline","herb‑crusted pork, rabbit stew, gruyère",2014 tension makes Cras particularly vertical and mineral today.,NUCLEAR_MATCH_V8
torrisi,Vosne-Romanée 'Cuvée Duvault-Blochet',Domaine de la Romanee-Conti,2022,1800,750ml,French Red Wine,8,6,6,"silken, airy, haunting","bluefin_tuna, poularde, morels, comté","DRC Duvault‑Blochet 2022: ethereal texture, spice‑laden, benchmark elegant Vosne.",NUCLEAR_MATCH_V8
milos,Charmes-Chambertin Grand Cru,Armand Rousseau,2020,1800,750ml,General,8,7,8,Grand,Venison,"The King of Burgundy; intense, masculine, long.",GRAND_MASTER_V34
smith wollensky,Grange Shiraz,Penfolds,1996,1800,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
smith wollensky,Cabernet Blend,Ornellaia,2013,1800,3L,General,6,9,9,Opulent,Beef,Opulent Bolgheri Bordeaux blend.,GRAND_MASTER_V34
smith wollensky,Opus One,Opus One,2010,1800,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
smith wollensky,Insignia,Joseph Phelps,2014,1800,1.5L,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
smith wollensky,Insignia,Joseph Phelps,2012,1800,1.5L,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
smith wollensky,Insignia,Joseph Phelps,2009,1800,1.5L,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
smith wollensky,Insignia,Joseph Phelps,2008,1800,1.5L,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
smith wollensky,Insignia,Joseph Phelps,2006,1800,1.5L,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
smith wollensky,Cabernet Napa,Scarecrow,2021,1800,750ml,General,5,8,9,Plush,,,HEURISTIC_V33
smith wollensky,Cabernet,Silver Oak,2020,1800,6L,General,6,8,8,Structured,Steak,"Black fruit, green pepper, tannin.",GRAND_MASTER_V34
claud,"""les chetillons"" brut blanc de blancs","péters, pierre",2002,1798,1.5L,General,9,5,6,chalky,"seafood, grilled fish, oysters, light appetizers","This Pierre Péters 'Les Chétillons' Brut Blanc de Blancs from Le Mesnil-sur-Oguer is a premier cru Chardonnay Champagne, renowned for its bright citrus, green apple, white floral, and intense minerality from chalky soils, delivering a crisp, lively, and elegant profile with exceptional aging potential.",API_PERPLEXITY_GOD_FINAL
penny,'Les Chétillons' chardonnay - disg 1.5L,Pierre Péters,2002,1798,750ml,General,6,1,7,Round,,,HEURISTIC_V33
claud,"""charmes-chambertin"" grand cru","bachelet, denis",1996,1795,750ml,General,6,6,7,Balanced,"roast duck, game birds, mushroom risotto","Explosive mineral-driven nose with pure red berry fruit; from ultra-old vines (1907-1920), only tiny production of this refined Grand Cru.",SAFE_FALLBACK_V35
modern,Chambolle-Musigny Les Fuées,Jacques-Frédéric Mugnier,2022,1795,750ml,General,7,4,5,Silky,Roast Chicken,"Chambolle-Musigny; lace, silk, perfume.",GRAND_MASTER_V34
penny,1er Cru | 'Les Fuées',Jacques-Frédéric Mugnier,2010,1795,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
penny,Charmes-Chambertin,Denis Bachelet,1996,1795,750ml,General,8,7,8,Grand,Venison,"The King of Burgundy; intense, masculine, long.",GRAND_MASTER_V34
penny,Musigny,Joseph Drouhin,2009,1795,750ml,General,8,5,7,Velvety,Duck,The Queen of Burgundy; velvet and iron fist.,GRAND_MASTER_V34
rezdora,"'Solaia,' Cabernet Sauvignon, Sangiovese & Cabernet Franc",Antinori,2004,1795,750ml,General,6,8,9,Structured,,,HEURISTIC_V33
rezdora,Rocche,Brovia,1982,1795,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
modern,Cumières,Georges Laval,2014,1793,3L,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
torrisi,Cristal,Cristal,2002,1790,1.5L,Large Format,8,2,8,Electric,"Poultry, Truffles","2002 Cristal: solar vintage, creamy luxury.",NUCLEAR_MATCH_V8
torrisi,Magnum,Cristal,2002,1790,1500ml,Large Format,8,2,8,Creamy,"Scallops, Pheasant","2002 Cristal mag: ripe, opulent vintage prestige.",NUCLEAR_MATCH_V8
torrisi,Unknown,Cristal,2002,1790,1500ml,Large Format,8,2,8,Electric,"Poultry, Truffles","2002 Cristal: solar vintage, creamy luxury.",NUCLEAR_MATCH_V8
modern,Clos des Grandes Vignes,Comte Liger-Belair,2019,1790,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
claud,"""ruchottes-chambertin"" grand cru",mugneret-gibourg,2016,1775,750ml,General,8,7,8,Grand,Venison,"The King of Burgundy; intense, masculine, long.",GRAND_MASTER_V34
milos,"Clos de la Roche Grand Cru, Vieilles Vignes",Domaine Ponsot,2006,1775,750ml,General,8,7,8,Wild,Venison,"Morey-St-Denis Grand Cru; gamey, intense, structured.",UNICORN_PATCH_V35
modern,Corton-Charlemagne Grand Cru,Bonneau du Martray,2011,1775,750ml,General,7,7,8,Muscle,Roast Pork,Grand Cru power; red fruit and muscle.,GRAND_MASTER_V34
torrisi,'Sous le Dos d'Ane',Domaine Leflaive,2022,1750,Magnum,White Wines - France,9,1,8,Ripe,"scallops, white meats","Leflaive 2022, ripe Puligny purity.",NUCLEAR_MATCH_V8
torrisi,Meursault 1er Cru 'Sous le Dos d'Ane',Domaine Leflaive,2022,1750,1500ml,Large Format,8,1,7,"chiselled, leesy, satin over chalk","shellfish, poultry in cream sauce","Classic-meets-solar Meursault; tension with ripe, Meursaultian mid-palate.",NUCLEAR_MATCH_V8
modern,Corton-Charlemagne Grand Cru,Roulot (Jean-Marc),2020,1750,750ml,General,7,7,8,Muscle,Roast Pork,Grand Cru power; red fruit and muscle.,GRAND_MASTER_V34
modern,Corton-Charlemagne Grand Cru,Roulot (Jean-Marc),2019,1750,750ml,General,7,7,8,Muscle,Roast Pork,Grand Cru power; red fruit and muscle.,GRAND_MASTER_V34
modern,Clos des Grandes Vignes,Comte Liger-Belair,2020,1750,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
modern,"Monfortino, Riserva",Giacomo Conterno,2015,1750,750ml,General,9,10,9,Immortal,Truffle,The ultimate Barolo; legendary structure and longevity.,UNICORN_PATCH_V35
